Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Trip Duration 0-10 min (percent),Trip Duration 10-20 min (percent),Trip Duration 20-30 min (percent),Trip Duration 30-40 min (percent),Trip Duration 40-50 min (percent),Trip Duration 50-60 min (percent),Trip Duration 60-70 min (percent),Trip Duration 70-80 min (percent),Trip Duration 80-90 min (percent),Trip Duration 90-100 min (percent),Trip Duration 100-110 min (percent),Trip Duration 110-120 min (percent),Trip Duration 120-130 min (percent),Trip Duration 130-140 min (percent),Trip Duration 140-150 min (percent),Trip Duration 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70-80 mph (percent),Trip Speed 80-90 mph (percent),Trip Speed 90+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Origin,71,HENDERSON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),2995,2203,2284,16.5,16.9,23,23,2.167,0.094,0.218,0.208,0.157,0.101,0.065,0.037,0.027,0.021,0.017,0.018,0.008,0.008,0.004,0.003,0.014,0.115,0.077,0.118,0.174,0.260,0.120,0.053,0.026,0.013,0.010,0.008,0.006,0.006,0.014,0.250,0.197,0.212,0.190,0.111,0.034,0.005,0.001,0.000,0.000,0.830,0.078,0.036,0.017,0.009,0.030
All Vehicles - StL All Vehicles Volume,Origin,71,HENDERSON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),5785,2018,2107,14.0,14.3,21,21,2.189,0.116,0.236,0.208,0.148,0.098,0.060,0.038,0.023,0.017,0.013,0.012,0.006,0.005,0.003,0.003,0.014,0.134,0.102,0.138,0.185,0.235,0.099,0.043,0.023,0.012,0.007,0.006,0.003,0.002,0.011,0.295,0.219,0.205,0.167,0.087,0.021,0.005,0.001,0.000,0.000,0.814,0.088,0.034,0.017,0.012,0.035
All Vehicles - StL All Vehicles Volume,Origin,71,HENDERSON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),4509,1936,2015,13.1,13.3,21,21,2.272,0.117,0.245,0.204,0.154,0.097,0.060,0.035,0.027,0.016,0.014,0.010,0.006,0.004,0.003,0.001,0.007,0.134,0.103,0.146,0.176,0.246,0.100,0.040,0.021,0.010,0.007,0.005,0.004,0.002,0.006,0.297,0.220,0.204,0.163,0.090,0.021,0.004,0.001,0.000,0.000,0.813,0.093,0.033,0.016,0.010,0.035
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),219909,1780,1834,12.9,13.0,19,19,2.123,0.172,0.286,0.197,0.125,0.076,0.046,0.029,0.018,0.012,0.008,0.006,0.004,0.003,0.003,0.002,0.013,0.140,0.191,0.199,0.143,0.159,0.072,0.035,0.018,0.011,0.006,0.003,0.003,0.003,0.017,0.379,0.235,0.161,0.115,0.067,0.032,0.010,0.001,0.000,0.000,0.821,0.088,0.031,0.017,0.010,0.033
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),46491,1932,1987,15.1,15.2,21,21,2.120,0.147,0.261,0.197,0.143,0.091,0.053,0.032,0.019,0.012,0.008,0.006,0.005,0.004,0.003,0.003,0.016,0.122,0.166,0.171,0.147,0.183,0.095,0.044,0.021,0.013,0.006,0.004,0.003,0.004,0.021,0.330,0.226,0.176,0.132,0.080,0.042,0.013,0.001,0.000,0.000,0.824,0.089,0.029,0.017,0.010,0.031
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),67505,1805,1870,12.9,13.0,18,18,2.176,0.174,0.285,0.194,0.122,0.074,0.046,0.029,0.019,0.013,0.009,0.006,0.005,0.004,0.003,0.002,0.015,0.144,0.204,0.208,0.133,0.146,0.068,0.033,0.018,0.011,0.006,0.004,0.003,0.003,0.019,0.407,0.234,0.151,0.106,0.062,0.029,0.010,0.001,0.000,0.000,0.809,0.092,0.033,0.019,0.011,0.036
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),67245,1637,1687,10.9,11.0,18,18,2.113,0.181,0.299,0.204,0.122,0.071,0.042,0.026,0.016,0.010,0.007,0.005,0.004,0.002,0.002,0.001,0.008,0.147,0.199,0.207,0.149,0.160,0.062,0.029,0.015,0.010,0.005,0.002,0.002,0.002,0.011,0.391,0.245,0.162,0.109,0.060,0.024,0.008,0.001,0.000,0.000,0.817,0.091,0.031,0.017,0.011,0.033
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),222652,1735,1794,12.3,12.4,19,19,2.143,0.177,0.290,0.197,0.125,0.075,0.045,0.028,0.016,0.011,0.007,0.005,0.004,0.003,0.002,0.002,0.013,0.144,0.195,0.201,0.144,0.156,0.071,0.034,0.017,0.011,0.005,0.003,0.002,0.002,0.015,0.385,0.239,0.159,0.112,0.065,0.030,0.009,0.001,0.000,0.000,0.815,0.090,0.032,0.018,0.011,0.034
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),51512,1877,1935,14.3,14.4,21,21,2.134,0.146,0.259,0.200,0.147,0.095,0.054,0.031,0.017,0.011,0.008,0.006,0.004,0.003,0.003,0.002,0.014,0.122,0.164,0.167,0.149,0.186,0.101,0.047,0.021,0.012,0.005,0.003,0.003,0.003,0.017,0.327,0.226,0.179,0.135,0.081,0.040,0.011,0.001,0.000,0.000,0.821,0.090,0.030,0.017,0.010,0.032
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),62109,1753,1830,12.1,12.2,17,17,2.240,0.183,0.294,0.191,0.117,0.070,0.044,0.028,0.018,0.012,0.009,0.006,0.005,0.003,0.003,0.002,0.015,0.152,0.215,0.219,0.130,0.134,0.062,0.030,0.017,0.010,0.005,0.003,0.003,0.002,0.018,0.427,0.239,0.144,0.097,0.057,0.026,0.009,0.001,0.000,0.000,0.797,0.095,0.036,0.020,0.012,0.040
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),70867,1570,1624,9.9,10.0,17,17,2.128,0.190,0.306,0.204,0.119,0.068,0.040,0.024,0.015,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.007,0.153,0.205,0.213,0.152,0.156,0.057,0.025,0.013,0.008,0.004,0.002,0.002,0.001,0.009,0.404,0.251,0.161,0.103,0.054,0.020,0.006,0.001,0.000,0.000,0.811,0.094,0.032,0.018,0.011,0.034
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),201026,1869,1911,14.4,14.3,20,20,2.049,0.163,0.280,0.198,0.125,0.077,0.047,0.030,0.020,0.013,0.009,0.007,0.006,0.004,0.003,0.003,0.015,0.133,0.181,0.191,0.143,0.166,0.076,0.037,0.020,0.013,0.007,0.004,0.004,0.004,0.021,0.361,0.228,0.164,0.123,0.073,0.036,0.014,0.001,0.000,0.000,0.835,0.083,0.029,0.015,0.009,0.029
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),32941,2134,2176,18.1,18.0,21,21,2.065,0.148,0.267,0.188,0.126,0.079,0.050,0.033,0.024,0.016,0.011,0.010,0.008,0.006,0.004,0.004,0.026,0.122,0.165,0.189,0.141,0.171,0.077,0.036,0.021,0.014,0.009,0.006,0.006,0.007,0.036,0.341,0.223,0.167,0.121,0.079,0.048,0.019,0.002,0.000,0.000,0.836,0.081,0.028,0.016,0.009,0.030
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),77899,1888,1928,14.3,14.2,20,20,2.014,0.159,0.272,0.197,0.130,0.081,0.050,0.032,0.021,0.013,0.009,0.007,0.005,0.004,0.003,0.003,0.014,0.130,0.182,0.194,0.137,0.169,0.080,0.038,0.020,0.012,0.007,0.004,0.004,0.003,0.020,0.363,0.226,0.165,0.124,0.073,0.034,0.013,0.002,0.000,0.000,0.836,0.084,0.028,0.015,0.009,0.028
All Vehicles - StL All Vehicles Volume,Origin,73,HENRY,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),55750,1770,1812,13.0,13.0,20,20,2.051,0.164,0.288,0.203,0.125,0.077,0.046,0.029,0.020,0.012,0.008,0.006,0.005,0.003,0.002,0.002,0.010,0.134,0.183,0.192,0.146,0.170,0.074,0.037,0.021,0.013,0.006,0.003,0.003,0.003,0.015,0.359,0.230,0.168,0.125,0.074,0.032,0.011,0.001,0.000,0.000,0.840,0.081,0.028,0.014,0.009,0.028
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),98700,2021,2074,16.7,16.7,22,22,2.086,0.148,0.270,0.193,0.125,0.080,0.052,0.034,0.022,0.016,0.012,0.009,0.007,0.006,0.004,0.004,0.018,0.125,0.124,0.190,0.159,0.178,0.084,0.047,0.023,0.015,0.011,0.008,0.007,0.005,0.024,0.301,0.214,0.183,0.152,0.095,0.040,0.013,0.002,0.000,0.000,0.844,0.073,0.027,0.014,0.009,0.033
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),20643,2184,2245,19.1,19.2,24,24,2.081,0.131,0.247,0.189,0.135,0.091,0.059,0.038,0.024,0.017,0.013,0.011,0.008,0.006,0.005,0.004,0.022,0.105,0.105,0.172,0.155,0.193,0.106,0.058,0.026,0.018,0.012,0.008,0.008,0.006,0.028,0.256,0.201,0.196,0.170,0.113,0.048,0.014,0.002,0.000,0.000,0.853,0.068,0.024,0.013,0.010,0.032
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),30643,2062,2124,16.8,16.8,21,21,2.176,0.149,0.266,0.189,0.120,0.079,0.052,0.036,0.025,0.018,0.013,0.010,0.008,0.006,0.005,0.004,0.020,0.130,0.139,0.195,0.147,0.169,0.079,0.046,0.023,0.016,0.012,0.008,0.007,0.005,0.024,0.329,0.215,0.172,0.142,0.088,0.038,0.014,0.002,0.000,0.000,0.831,0.078,0.029,0.016,0.010,0.036
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),29306,1863,1913,14.2,14.3,21,21,2.073,0.151,0.282,0.200,0.126,0.080,0.051,0.032,0.021,0.013,0.010,0.007,0.006,0.004,0.003,0.002,0.012,0.132,0.122,0.202,0.173,0.182,0.075,0.043,0.021,0.012,0.008,0.005,0.004,0.004,0.017,0.310,0.226,0.190,0.146,0.084,0.032,0.010,0.002,0.000,0.000,0.839,0.076,0.028,0.015,0.009,0.033
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),100359,1993,2050,16.3,16.3,22,22,2.102,0.152,0.271,0.193,0.124,0.080,0.052,0.033,0.022,0.015,0.012,0.009,0.007,0.005,0.004,0.003,0.018,0.128,0.127,0.193,0.158,0.176,0.084,0.047,0.022,0.014,0.010,0.007,0.006,0.005,0.023,0.306,0.216,0.182,0.150,0.094,0.038,0.012,0.002,0.000,0.000,0.839,0.074,0.028,0.015,0.010,0.034
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),22895,2138,2203,18.3,18.5,24,24,2.097,0.132,0.242,0.191,0.137,0.093,0.060,0.037,0.024,0.017,0.013,0.011,0.008,0.006,0.005,0.004,0.020,0.103,0.105,0.174,0.154,0.195,0.109,0.060,0.026,0.018,0.011,0.008,0.008,0.005,0.024,0.254,0.202,0.199,0.172,0.114,0.045,0.012,0.002,0.000,0.000,0.850,0.069,0.025,0.013,0.010,0.033
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),28939,2043,2113,16.3,16.4,21,20,2.236,0.154,0.269,0.188,0.119,0.077,0.051,0.034,0.024,0.017,0.013,0.010,0.008,0.006,0.005,0.004,0.021,0.136,0.148,0.198,0.145,0.161,0.077,0.043,0.022,0.015,0.011,0.008,0.007,0.005,0.024,0.345,0.220,0.167,0.136,0.083,0.034,0.013,0.002,0.000,0.000,0.821,0.081,0.031,0.017,0.011,0.039
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),30790,1796,1849,13.4,13.5,21,21,2.082,0.159,0.287,0.203,0.124,0.077,0.049,0.030,0.019,0.012,0.009,0.007,0.005,0.003,0.003,0.002,0.011,0.135,0.125,0.209,0.174,0.181,0.072,0.041,0.020,0.011,0.007,0.005,0.003,0.003,0.014,0.316,0.232,0.190,0.144,0.080,0.028,0.009,0.001,0.000,0.000,0.835,0.077,0.029,0.016,0.009,0.034
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),88663,2068,2109,17.7,17.6,23,23,2.009,0.144,0.266,0.190,0.125,0.081,0.053,0.036,0.024,0.017,0.013,0.010,0.008,0.006,0.005,0.004,0.018,0.123,0.118,0.183,0.161,0.181,0.084,0.048,0.025,0.016,0.013,0.009,0.007,0.006,0.026,0.288,0.206,0.184,0.156,0.100,0.046,0.017,0.003,0.000,0.000,0.855,0.069,0.025,0.013,0.008,0.030
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),14869,2320,2363,21.5,21.4,25,25,1.992,0.132,0.252,0.180,0.127,0.080,0.053,0.038,0.026,0.021,0.017,0.014,0.011,0.008,0.006,0.006,0.029,0.110,0.109,0.163,0.157,0.180,0.097,0.052,0.029,0.019,0.015,0.011,0.011,0.008,0.039,0.255,0.195,0.185,0.165,0.114,0.060,0.022,0.004,0.000,0.000,0.868,0.063,0.022,0.012,0.007,0.028
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),33516,2092,2137,17.7,17.6,23,23,2.007,0.141,0.260,0.189,0.124,0.082,0.056,0.039,0.026,0.019,0.014,0.011,0.008,0.006,0.005,0.003,0.017,0.119,0.123,0.182,0.152,0.182,0.083,0.053,0.027,0.017,0.015,0.010,0.007,0.006,0.024,0.295,0.204,0.182,0.155,0.099,0.045,0.017,0.003,0.000,0.000,0.854,0.071,0.024,0.014,0.008,0.029
All Vehicles - StL All Vehicles Volume,Origin,75,IROQUOIS,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),23991,1986,2028,16.1,16.1,22,22,2.009,0.142,0.269,0.193,0.127,0.086,0.055,0.035,0.024,0.015,0.011,0.010,0.007,0.006,0.004,0.003,0.013,0.129,0.114,0.185,0.169,0.184,0.084,0.048,0.022,0.015,0.011,0.007,0.006,0.006,0.020,0.296,0.211,0.189,0.152,0.095,0.041,0.014,0.002,0.000,0.000,0.851,0.071,0.026,0.014,0.008,0.030
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),190875,1660,1717,9.8,10.0,17,17,2.075,0.152,0.308,0.214,0.127,0.074,0.043,0.026,0.016,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.007,0.102,0.167,0.270,0.188,0.152,0.061,0.024,0.011,0.006,0.004,0.003,0.002,0.002,0.008,0.355,0.297,0.187,0.107,0.041,0.010,0.003,0.000,0.000,0.000,0.795,0.106,0.037,0.018,0.011,0.033
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),29919,1729,1797,10.9,11.2,18,18,2.130,0.142,0.303,0.220,0.131,0.074,0.041,0.025,0.015,0.011,0.007,0.006,0.005,0.004,0.003,0.002,0.011,0.090,0.157,0.258,0.206,0.164,0.062,0.021,0.010,0.007,0.005,0.003,0.003,0.002,0.012,0.330,0.295,0.194,0.114,0.048,0.014,0.004,0.001,0.000,0.000,0.790,0.108,0.038,0.019,0.011,0.034
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),67081,1651,1714,9.4,9.6,16,16,2.130,0.157,0.313,0.212,0.123,0.072,0.041,0.025,0.016,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.008,0.113,0.179,0.277,0.179,0.141,0.054,0.021,0.010,0.006,0.004,0.003,0.002,0.002,0.009,0.388,0.298,0.174,0.093,0.035,0.009,0.003,0.000,0.000,0.000,0.781,0.114,0.040,0.020,0.011,0.034
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),58899,1683,1732,10.0,10.1,18,18,2.008,0.140,0.298,0.217,0.135,0.081,0.048,0.028,0.017,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.005,0.091,0.154,0.264,0.195,0.167,0.069,0.027,0.011,0.006,0.004,0.002,0.002,0.002,0.006,0.332,0.298,0.200,0.116,0.043,0.009,0.002,0.000,0.000,0.000,0.807,0.102,0.034,0.017,0.010,0.030
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),193227,1609,1669,9.2,9.4,17,17,2.088,0.156,0.314,0.214,0.126,0.073,0.042,0.025,0.015,0.010,0.006,0.004,0.003,0.003,0.002,0.001,0.006,0.100,0.174,0.272,0.190,0.149,0.060,0.023,0.011,0.006,0.004,0.002,0.002,0.001,0.006,0.358,0.301,0.187,0.104,0.039,0.009,0.002,0.000,0.000,0.000,0.790,0.108,0.039,0.019,0.011,0.033
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),33934,1659,1731,10.0,10.3,18,18,2.142,0.143,0.310,0.223,0.132,0.073,0.040,0.024,0.015,0.010,0.006,0.005,0.004,0.003,0.002,0.002,0.008,0.090,0.163,0.257,0.205,0.166,0.063,0.020,0.010,0.007,0.004,0.002,0.002,0.002,0.009,0.333,0.296,0.196,0.114,0.045,0.012,0.003,0.001,0.000,0.000,0.785,0.110,0.040,0.020,0.011,0.034
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),65534,1580,1649,8.4,8.7,16,16,2.170,0.165,0.323,0.211,0.119,0.068,0.039,0.024,0.015,0.010,0.006,0.005,0.003,0.003,0.002,0.001,0.006,0.117,0.193,0.285,0.176,0.130,0.050,0.020,0.009,0.006,0.003,0.002,0.002,0.001,0.006,0.404,0.300,0.168,0.087,0.032,0.007,0.002,0.000,0.000,0.000,0.770,0.117,0.043,0.022,0.012,0.036
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),62028,1646,1696,9.5,9.6,18,18,2.011,0.141,0.301,0.217,0.136,0.081,0.048,0.028,0.016,0.010,0.007,0.004,0.003,0.002,0.001,0.001,0.004,0.087,0.157,0.266,0.199,0.166,0.069,0.027,0.011,0.006,0.003,0.002,0.002,0.001,0.004,0.329,0.304,0.202,0.115,0.040,0.008,0.002,0.000,0.000,0.000,0.803,0.103,0.035,0.018,0.010,0.031
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),173705,1753,1800,11.2,11.2,18,18,2.030,0.146,0.297,0.215,0.129,0.077,0.044,0.027,0.017,0.011,0.008,0.006,0.005,0.004,0.003,0.002,0.009,0.104,0.153,0.266,0.186,0.158,0.063,0.025,0.011,0.007,0.005,0.004,0.003,0.003,0.012,0.345,0.286,0.189,0.113,0.048,0.014,0.004,0.001,0.000,0.000,0.807,0.103,0.033,0.016,0.010,0.031
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),19491,1985,2030,14.4,14.4,19,19,2.033,0.133,0.288,0.216,0.126,0.074,0.043,0.028,0.019,0.013,0.011,0.008,0.007,0.006,0.005,0.004,0.019,0.088,0.135,0.256,0.209,0.159,0.060,0.024,0.012,0.009,0.007,0.005,0.006,0.004,0.026,0.315,0.286,0.187,0.115,0.063,0.025,0.008,0.001,0.000,0.000,0.815,0.100,0.029,0.016,0.009,0.031
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),67374,1765,1812,11.0,11.1,18,18,2.021,0.142,0.294,0.217,0.131,0.079,0.045,0.027,0.017,0.012,0.007,0.006,0.005,0.004,0.003,0.002,0.009,0.104,0.151,0.268,0.186,0.163,0.063,0.022,0.011,0.007,0.004,0.004,0.003,0.002,0.012,0.346,0.292,0.190,0.110,0.045,0.013,0.004,0.000,0.000,0.000,0.804,0.108,0.034,0.016,0.009,0.029
All Vehicles - StL All Vehicles Volume,Origin,77,JACKSON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),49792,1748,1794,11.0,11.1,18,18,1.999,0.142,0.295,0.215,0.132,0.079,0.047,0.029,0.018,0.011,0.008,0.006,0.004,0.003,0.002,0.002,0.007,0.101,0.149,0.260,0.183,0.167,0.068,0.028,0.012,0.007,0.006,0.004,0.003,0.002,0.010,0.337,0.283,0.195,0.119,0.050,0.013,0.003,0.000,0.000,0.000,0.814,0.102,0.031,0.015,0.009,0.029
All Vehicles - StL All Vehicles Volume,Origin,79,JASPER,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),23208,1781,1840,12.9,13.0,21,21,2.107,0.164,0.276,0.196,0.129,0.084,0.050,0.032,0.019,0.012,0.008,0.006,0.004,0.004,0.003,0.002,0.011,0.135,0.168,0.169,0.141,0.178,0.110,0.043,0.019,0.009,0.007,0.003,0.003,0.003,0.012,0.330,0.210,0.181,0.160,0.091,0.023,0.004,0.001,0.000,0.000,0.829,0.083,0.030,0.016,0.009,0.033
All Vehicles - StL All Vehicles Volume,Origin,79,JASPER,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),4938,1957,2017,15.7,15.9,23,23,2.100,0.129,0.254,0.206,0.147,0.101,0.054,0.031,0.018,0.012,0.007,0.007,0.006,0.004,0.004,0.004,0.016,0.103,0.137,0.155,0.140,0.195,0.141,0.063,0.019,0.009,0.006,0.004,0.005,0.004,0.019,0.268,0.195,0.185,0.190,0.123,0.033,0.005,0.001,0.000,0.000,0.854,0.073,0.025,0.011,0.006,0.031
All Vehicles - StL All Vehicles Volume,Origin,79,JASPER,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),7236,1777,1848,12.4,12.6,19,19,2.170,0.181,0.280,0.185,0.118,0.078,0.050,0.033,0.020,0.013,0.009,0.007,0.005,0.004,0.003,0.002,0.012,0.161,0.190,0.172,0.127,0.150,0.102,0.040,0.018,0.009,0.008,0.004,0.003,0.003,0.013,0.381,0.210,0.164,0.143,0.077,0.021,0.004,0.000,0.000,0.000,0.810,0.090,0.034,0.019,0.011,0.036
All Vehicles - StL All Vehicles Volume,Origin,79,JASPER,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),7040,1663,1718,11.1,11.2,20,20,2.077,0.171,0.288,0.198,0.128,0.080,0.049,0.029,0.017,0.011,0.007,0.005,0.004,0.003,0.002,0.002,0.006,0.140,0.176,0.179,0.146,0.187,0.097,0.034,0.016,0.006,0.005,0.002,0.002,0.002,0.008,0.344,0.221,0.188,0.149,0.077,0.018,0.003,0.000,0.000,0.000,0.824,0.088,0.029,0.016,0.010,0.033
All Vehicles - StL All Vehicles Volume,Origin,79,JASPER,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),22868,1736,1798,12.3,12.4,20,20,2.108,0.171,0.282,0.195,0.127,0.082,0.048,0.030,0.019,0.011,0.007,0.006,0.004,0.003,0.003,0.002,0.010,0.139,0.177,0.170,0.138,0.174,0.108,0.044,0.018,0.008,0.006,0.003,0.003,0.002,0.010,0.339,0.211,0.177,0.158,0.089,0.021,0.004,0.001,0.000,0.000,0.829,0.084,0.030,0.015,0.010,0.032
All Vehicles - StL All Vehicles Volume,Origin,79,JASPER,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),5325,1946,2005,15.5,15.7,24,23,2.042,0.125,0.248,0.206,0.151,0.109,0.057,0.031,0.017,0.011,0.007,0.008,0.006,0.005,0.003,0.003,0.013,0.098,0.139,0.147,0.134,0.201,0.152,0.068,0.018,0.009,0.005,0.004,0.006,0.004,0.015,0.265,0.190,0.187,0.196,0.125,0.031,0.005,0.001,0.000,0.000,0.855,0.074,0.025,0.012,0.006,0.028
All Vehicles - StL All Vehicles Volume,Origin,79,JASPER,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),6678,1700,1785,11.4,11.6,18,18,2.209,0.197,0.288,0.181,0.113,0.071,0.048,0.030,0.021,0.012,0.008,0.006,0.004,0.004,0.003,0.002,0.012,0.174,0.200,0.179,0.123,0.136,0.096,0.039,0.017,0.009,0.007,0.004,0.003,0.003,0.010,0.405,0.213,0.155,0.137,0.071,0.016,0.003,0.000,0.000,0.000,0.803,0.092,0.036,0.019,0.012,0.038
All Vehicles - StL All Vehicles Volume,Origin,79,JASPER,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),7190,1596,1650,10.2,10.3,19,19,2.074,0.178,0.302,0.199,0.123,0.077,0.044,0.027,0.017,0.009,0.006,0.004,0.003,0.002,0.002,0.002,0.005,0.145,0.186,0.182,0.148,0.184,0.088,0.032,0.014,0.005,0.005,0.002,0.002,0.001,0.006,0.359,0.225,0.187,0.142,0.071,0.014,0.002,0.000,0.000,0.000,0.823,0.090,0.029,0.015,0.011,0.032
